Time Stamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Transformed accelerometer X,Transformed accelerometer Y,Transformed accelerometer Z,Transformed gyroscope X,Transformed gyroscope Y,Transformed gyroscope Z,Gravity X,Gravity Y,Gravity Z, Universal Time Stamp
47.17,0.00746647,0.01233891,-0.00846046,0.04328536,-0.00018837,-0.04953841,0.00930907,0.00942432,-0.01020292,0.05192256,-0.01385051,-0.03794632,-0.19093852,0.30202258,-0.93398333,1689771160507
47.20,0.01116452,-0.00264728,0.01062208,0.02021895,-0.00515157,-0.04623150,0.00884322,0.00101163,0.01285524,0.02852414,-0.01824250,-0.03776613,-0.19123386,0.30142954,-0.93411446,1689771160537
47.23,0.00123309,-0.01443592,0.00525314,0.00981545,0.00661823,-0.01471523,-0.00022388,-0.01214463,0.00948522,0.01264050,0.00217543,-0.01386243,-0.19122063,0.30072123,-0.93434542,1689771160567
47.27,0.00702234,-0.00782010,0.00336063,-0.01998895,-0.00017611,0.00640288,0.00601496,-0.00622919,0.00683947,-0.02084014,0.00116814,0.00221582,-0.19101320,0.30165854,-0.93408573,1689771160598
47.30,-0.00202112,-0.00077555,-0.00210160,0.04148104,0.01983758,-0.03016367,-0.00160529,-0.00143272,-0.00211506,0.04704402,0.01104589,-0.02624694,-0.19074355,0.30144992,-0.93420815,1689771160628
47.33,0.00839701,-0.00903559,-0.00909972,0.05999624,0.03813359,0.00407894,0.00970362,-0.01109169,-0.00421554,0.05922186,0.03935217,0.00381256,-0.18990068,0.29883042,-0.93522090,1689771160658
47.37,-0.00289355,-0.01042998,-0.00532210,0.00476436,0.01811301,0.02351136,-0.00213814,-0.01162161,-0.00241834,0.00076177,0.02442693,0.01750169,-0.18890980,0.29799706,-0.93568736,1689771160688
47.40,-0.03253005,-0.00551265,-0.03407001,0.23672952,0.02822255,0.05152973,-0.02568072,-0.01626951,-0.03640280,0.22351090,0.04898233,0.08447662,-0.18821923,0.29559743,-0.93658727,1689771160719
47.43,-0.05191882,0.00166041,-0.04013866,0.37515897,0.05998434,0.07407704,-0.04346006,-0.01134411,-0.04787449,0.35627988,0.08900909,0.12235933,-0.18642382,0.28660852,-0.93973494,1689771160748
47.47,-0.06460674,-0.02931297,-0.02215230,0.31224322,0.12172156,0.11333745,-0.06020005,-0.03598545,-0.02459689,0.28927478,0.15649972,0.13032761,-0.18316585,0.27734450,-0.94314915,1689771160779
47.50,-0.03932196,-0.08170763,0.01168811,0.30367619,0.12896393,0.19251980,-0.04277767,-0.07647438,0.02609032,0.26763499,0.18354390,0.20148931,-0.17803986,0.26961955,-0.94636524,1689771160809
47.53,-0.00835600,-0.10221881,0.06909102,0.09523096,0.17101313,0.05344195,-0.02251953,-0.08046612,0.09116003,0.08857442,0.18123641,0.02187247,-0.17224739,0.26454175,-0.94886696,1689771160839
47.57,0.05258015,-0.11508700,0.13912225,-0.12824637,0.15153357,-0.00095878,0.02594614,-0.07308944,0.17131673,-0.12281564,0.14297019,-0.06234034,-0.16729610,0.26379910,-0.94995898,1689771160869
47.60,0.07138214,-0.09804237,0.16952062,-0.36428970,0.20675799,0.62315285,0.04102306,-0.04652893,0.19899026,-0.45487244,0.36045927,0.47637749,-0.16053960,0.27240446,-0.94869536,1689771160900
47.63,0.05651385,0.00413099,0.05816317,-0.26455447,0.22964542,0.51356739,0.04732588,0.02181574,0.06227494,-0.33281902,0.36103917,0.38126075,-0.14850946,0.28584698,-0.94669765,1689771160929
47.67,0.01411387,0.14225349,-0.09044617,0.37240186,0.38438827,0.35457486,0.02921778,0.11064913,-0.12457470,0.32802832,0.47723821,0.27713162,-0.13685594,0.28636584,-0.94829589,1689771160960
47.70,0.00829623,0.05393621,-0.05436462,0.41616952,0.42358387,0.55944800,0.01568980,0.03709300,-0.06566121,0.35289668,0.56772514,0.46771202,-0.12037241,0.27421924,-0.95410395,1689771160990
47.73,0.02524005,0.01169053,0.02250457,-0.03793753,0.18881014,0.23281214,0.02283599,0.01773771,0.02107309,-0.06001075,0.24433321,0.16730215,-0.10792778,0.27148202,-0.95637292,1689771161020
47.77,0.03804003,0.02172685,-0.01132154,0.17835848,0.22198802,0.16388890,0.03929324,0.01838781,-0.01285326,0.16390149,0.26050681,0.11498916,-0.10147118,0.27035683,-0.95739794,1689771161050
47.80,-0.00285459,0.05696866,-0.06538832,0.20656174,0.07492378,-0.08418645,0.00418784,0.03758364,-0.07809700,0.21465686,0.05264115,-0.08074668,-0.09617532,0.26473236,-0.95951396,1689771161080
47.83,0.00339835,0.00948417,-0.08264631,-0.01024918,0.07281678,-0.05547908,0.01133684,-0.01230118,-0.08156021,-0.00402704,0.05574153,-0.07322515,-0.09479886,0.26015383,-0.96090227,1689771161111
47.87,0.05209336,-0.02568230,-0.08736789,-0.28550896,-0.05629038,0.14405669,0.05978181,-0.04729870,-0.07207923,-0.29854010,-0.01965279,0.12618987,-0.09448265,0.26564196,-0.95943075,1689771161141
47.90,-0.03413873,0.03888258,-0.06463730,-0.23522882,-0.06444298,-0.03346650,-0.02725654,0.01917704,-0.07579321,-0.23178115,-0.07431457,-0.03688285,-0.09589703,0.27457869,-0.95677078,1689771161171
47.93,0.02074271,0.03866118,-0.03917795,-0.07048560,-0.09445676,0.01285876,0.02502124,0.02653527,-0.04614841,-0.07271624,-0.08813484,0.03162666,-0.09805935,0.27791283,-0.95558822,1689771161201
47.97,0.00217477,0.00244030,-0.00735509,-0.14075923,-0.10836166,-0.00871044,0.00294128,0.00030874,-0.00748570,-0.14071717,-0.10847862,0.00789614,-0.10094529,0.28071699,-0.95446742,1689771161231
48.00,-0.01344371,-0.01625684,0.01821625,-0.27170581,-0.09768780,-0.06602562,-0.01551453,-0.01056694,0.02060313,-0.26481053,-0.11663362,-0.06323225,-0.10415614,0.28618479,-0.95249659,1689771161261
48.03,0.01129770,-0.02698538,0.03448045,-0.27066973,-0.10396669,0.00226606,0.00709846,-0.01543084,0.04190765,-0.27100332,-0.10304878,0.00380232,-0.10716904,0.29488391,-0.94950426,1689771161292
48.07,-0.00998975,0.00330988,0.03215122,-0.06764174,-0.04788398,-0.02820250,-0.01339462,0.01260824,0.02839133,-0.06494112,-0.05525912,-0.01981773,-0.10954797,0.29916507,-0.94789213,1689771161322
48.10,0.01110582,-0.01865286,0.03216684,-0.04719935,-0.04226156,0.04390607,0.00715363,-0.00798862,0.03729586,-0.05248655,-0.02799506,0.04902041,-0.11082237,0.29903305,-0.94778568,1689771161352
48.13,-0.01160505,-0.01857024,0.02032435,-0.08975442,-0.02700484,0.00678480,-0.01411687,-0.01180582,0.02353608,-0.09040229,-0.02526009,0.00452813,-0.11151849,0.30032375,-0.94729578,1689771161382
48.17,0.00373206,-0.00293860,0.01394820,-0.10693583,-0.00320608,0.03266782,0.00210048,0.00149718,0.01450732,-0.10995298,0.00499667,0.01995278,-0.11159681,0.30339935,-0.94630599,1689771161412
48.20,0.00975918,0.00626510,0.01182461,-0.06099830,0.00823544,0.04021240,0.00849065,0.00975009,0.01035177,-0.06494124,0.01906773,0.02871774,-0.11129154,0.30574659,-0.94558620,1689771161442
48.23,-0.00474640,0.01497853,-0.00013781,-0.04468985,-0.00118878,0.01205165,-0.00443847,0.01412831,-0.00525305,-0.04576615,0.00178301,0.00679107,-0.11111396,0.30679879,-0.94526619,1689771161473
48.27,0.00978995,0.01957703,-0.00744468,-0.00508944,-0.00027594,-0.00579575,0.01089917,0.01650958,-0.01196529,-0.00441774,-0.00213348,-0.00595828,-0.11115444,0.30738828,-0.94506991,1689771161503
48.30,0.01856479,-0.00528574,0.00175226,-0.05286335,-0.00012201,0.00425316,0.01815952,-0.00415691,0.00534908,-0.05300270,0.00026613,-0.00181142,-0.11097238,0.30910343,-0.94453174,1689771161533
48.33,0.01000107,-0.01340717,-0.01543975,-0.07852158,-0.01319067,0.02706819,0.01141386,-0.01737692,-0.00926962,-0.08126603,-0.00547915,0.02093156,-0.11112143,0.31223524,-0.94348353,1689771161563
48.37,-0.00033702,0.01794070,-0.03808165,-0.02060598,-0.01191804,0.01728618,0.00421858,0.00504511,-0.04158058,-0.02260986,-0.00624561,0.01775512,-0.11109828,0.31448722,-0.94273800,1689771161593
48.40,0.01534700,-0.00115067,-0.01195765,-0.01809169,-0.02413555,0.00459449,0.01655718,-0.00456742,-0.00921077,-0.01891989,-0.02179724,0.00989248,-0.11108102,0.31362009,-0.94302887,1689771161623
48.43,0.00676117,-0.02014068,0.00344938,-0.13756670,-0.03466520,-0.00309071,0.00596793,-0.01790810,0.01034130,-0.13696423,-0.03636085,-0.00738333,-0.11174200,0.31449795,-0.94265836,1689771161654
48.47,0.00233649,0.00742301,-0.00533712,-0.03676734,-0.04164713,-0.00319302,0.00306187,0.00538075,-0.00712163,-0.03693611,-0.04117197,0.00609168,-0.11302412,0.31821477,-0.94125712,1689771161684
48.50,0.00856429,0.01896286,0.00662625,0.10691856,0.00123003,0.01717444,0.00810778,0.02023915,0.00121856,0.10429713,0.00855892,0.02787302,-0.11301106,0.31595227,-0.94202054,1689771161714
48.53,0.00142844,-0.01501471,0.00989252,-0.00085706,-0.03019100,-0.01629897,0.00002365,-0.01113172,0.01419254,0.00044404,-0.03378740,-0.00600847,-0.11332151,0.31323245,-0.94289112,1689771161744
48.57,0.00527079,-0.00197327,0.02472723,-0.01414017,-0.02095712,-0.00992638,0.00237257,0.00601020,0.02452262,-0.01329880,-0.02327475,-0.00437104,-0.11429521,0.31483942,-0.94223815,1689771161774
48.60,0.01133926,0.01287755,0.02296185,0.02014172,-0.01089547,0.00483834,0.00887059,0.01969635,0.01884207,0.01924683,-0.00842365,0.01031559,-0.11465690,0.31669697,-0.94157147,1689771161805
48.63,-0.00596615,0.02572340,0.01629585,0.10199515,0.03076906,-0.00148595,-0.00731526,0.02942380,0.00660076,0.10204653,0.03062813,0.00061392,-0.11445659,0.31393722,-0.94251955,1689771161835
48.67,0.00361801,-0.00450325,0.00210148,0.02600068,0.00994900,0.00555118,0.00327289,-0.00355443,0.00379995,0.02537886,0.01165855,0.00508186,-0.11363425,0.31241032,-0.94312620,1689771161865
48.70,-0.00646085,0.00108442,-0.00424695,-0.03644862,0.02146686,-0.02350095,-0.00591762,-0.00042372,-0.00507517,-0.03315477,0.01232231,-0.03302339,-0.11319894,0.31426895,-0.94256091,1689771161895
48.73,0.00738293,0.00767472,-0.03178895,-0.00195458,0.00689143,0.00070529,0.01106630,-0.00266349,-0.03153393,-0.00189432,0.00672230,-0.00174119,-0.11294360,0.31700176,-0.94167596,1689771161925
48.77,-0.00311057,0.01301110,-0.04527336,0.10881779,0.00371960,-0.02291188,0.00225075,-0.00196809,-0.04711372,0.11075658,-0.00169726,-0.01049766,-0.11271928,0.31493074,-0.94239748,1689771161955
48.80,0.00585838,-0.00385976,-0.02292192,0.07180633,-0.04258962,-0.07156183,0.00835441,-0.01070585,-0.01975402,0.07868627,-0.06145987,-0.04606816,-0.11366209,0.31175154,-0.94334084,1689771161985
48.83,0.02387492,-0.04118243,0.02171063,0.02169594,-0.04454451,-0.06165067,0.02044525,-0.03196361,0.03602327,0.02784400,-0.06107022,-0.04184343,-0.11545856,0.31034744,-0.94358563,1689771162015
48.87,0.00863905,-0.08010891,0.06091213,-0.05148251,-0.02329923,-0.07144160,-0.00005264,-0.05699550,0.08338986,-0.04319499,-0.04533788,-0.06615039,-0.11703786,0.31123373,-0.94309902,1689771162046
48.90,0.01381316,-0.07151711,0.11016989,-0.02046097,0.03849618,-0.09734508,-0.00062065,-0.03335115,0.12778975,-0.00811516,0.00585132,-0.10619124,-0.11784795,0.31161413,-0.94287246,1689771162076
48.93,0.01778154,-0.10968813,0.18613273,-0.11335447,0.13477975,-0.11093395,-0.00609093,-0.04565238,0.21182970,-0.09710680,0.09119682,-0.15992051,-0.11653679,0.31259948,-0.94270927,1689771162106
48.97,0.00689277,-0.18754244,0.25519931,-0.30024439,0.22172233,-0.11231305,-0.02527810,-0.09650162,0.30065732,-0.28159178,0.16893704,-0.20997156,-0.11236189,0.31797454,-0.94141757,1689771162136
49.00,0.01533879,-0.11110500,0.27692842,-0.26186782,0.38211155,-0.22597854,-0.01604796,-0.01433650,0.29800315,-0.22962114,0.28269178,-0.36470506,-0.10586956,0.32640648,-0.93928188,1689771162166
49.03,0.06464477,-0.03612965,0.33545554,-0.06003671,0.61031514,-0.32943580,0.03207943,0.07758995,0.33311473,-0.01883565,0.46643924,-0.51642674,-0.09446082,0.32986131,-0.93929160,1689771162197
49.07,0.04781941,-0.06123376,0.34623146,-0.02097448,0.82570660,-0.53915781,0.01977822,0.05723061,0.34963691,0.03224619,0.60086758,-0.78156305,-0.07820002,0.33036822,-0.94060707,1689771162227
49.10,0.04810800,-0.06378329,0.39087659,-0.02154591,1.09754515,-0.75922221,0.02491786,0.06932979,0.39209651,0.03289698,0.78503897,-1.07894372,-0.05752303,0.33018643,-0.94216138,1689771162257
49.13,0.08576574,-0.02411091,0.47655839,0.12834741,1.43455994,-0.77501583,0.07170817,0.13342462,0.46054403,0.15793444,1.10299426,-1.19730748,-0.02917125,0.32690623,-0.94460648,1689771162287
49.17,0.09597189,-0.04236671,0.61951613,-0.13322698,1.64298105,-1.02036357,0.10006549,0.16157096,0.59890526,-0.14169095,1.22131658,-1.49886205,0.00653631,0.32563078,-0.94547439,1689771162318
49.20,0.18827441,-0.06111652,0.54326385,-0.49935535,1.75982678,-0.95311499,0.21285895,0.12293738,0.52335033,-0.55507191,1.34270064,-1.46418045,0.04474223,0.33496594,-0.94116735,1689771162348
49.23,0.16346639,-0.00278041,0.43978626,-0.68163544,1.97525942,-0.70829338,0.20166645,0.15021153,0.39611625,-0.77330564,1.60811856,-1.29765529,0.08825753,0.35347307,-0.93127191,1689771162378
49.27,0.11907081,0.06365186,0.44073826,-0.53879285,2.37423754,-0.68242335,0.17843258,0.22027063,0.36348631,-0.69514056,1.96173319,-1.43575268,0.14148797,0.37329873,-0.91685838,1689771162408
49.30,0.21755251,0.04793164,0.36696011,-0.43087468,2.57718372,-0.50228417,0.28515008,0.17798975,0.26701187,-0.63027768,2.19353118,-1.36784111,0.20243011,0.38947672,-0.89851540,1689771162438
49.33,0.24069914,0.06070721,0.20879376,-0.33905539,2.80830526,-0.19116481,0.28405488,0.12559245,0.09357157,-0.53941263,2.50845508,-1.20613770,0.26886788,0.40238169,-0.87509948,1689771162468
49.37,0.19320780,0.08003205,0.25319314,-0.35460663,3.15147734,-0.12039798,0.26200784,0.16192215,0.11390461,-0.61613648,2.84018817,-1.27505213,0.34550351,0.41123986,-0.84351003,1689771162498
49.40,0.33940205,0.14007211,0.20351750,-0.54397488,3.06699371,-0.14927424,0.37777789,0.17885500,-0.03909057,-0.85753837,2.75010429,-1.19423458,0.42048547,0.42494550,-0.80163169,1689771162529
49.43,0.46383870,0.21497944,-0.05907571,-0.39723739,2.99586535,0.24071693,0.34439323,0.10923069,-0.36648929,-0.59028809,2.82495162,-0.92852554,0.49218529,0.43574679,-0.75357705,1689771162559
49.47,0.29051816,0.16706586,-0.24986482,-0.13882907,3.17571688,0.17065598,0.07210086,-0.00319218,-0.41174690,-0.47634166,2.91262311,-1.19302134,0.56182241,0.43794507,-0.70182610,1689771162589
49.50,0.23654181,0.10111523,-0.07930022,-0.22324571,3.37241673,0.03177793,0.11236796,0.01460259,-0.24418241,-0.71734479,3.02817506,-1.31894481,0.62986732,0.43883219,-0.64085376,1689771162619
49.53,0.43675989,0.16208878,-0.08918637,-0.69941270,3.06703830,0.15700413,0.21034869,0.01623943,-0.42482454,-0.97947578,2.88662753,-0.79281843,0.69120032,0.44525677,-0.56920010,1689771162660
49.57,0.43332267,0.22091842,-0.27361235,-0.55601639,2.68853116,0.11988257,0.02371324,-0.03019173,-0.55674352,-0.86562688,2.49872514,-0.74752165,0.73913205,0.45312324,-0.49836054,1689771162680
49.60,0.33040822,0.14028746,-0.44731957,-0.00258607,2.82370830,0.07919682,-0.19229947,-0.16549958,-0.51436928,-0.63873418,2.45155794,-1.24959580,0.77840221,0.45536983,-0.43212101,1689771162710
49.63,0.28873044,0.11454555,-0.32528204,0.08035555,2.76167274,0.05080133,-0.14666293,-0.12793995,-0.40548207,-0.66259870,2.34789603,-1.29777552,0.81333560,0.45297450,-0.36510211,1689771162740
49.67,0.27850527,0.11513269,-0.32475185,0.21125337,2.46883893,-0.01063114,-0.17869505,-0.13069832,-0.38375840,-0.63153479,2.01568205,-1.29541359,0.83979619,0.45154813,-0.30140805,1689771162770
49.70,0.26622874,0.06292695,-0.50814533,0.57437044,2.29280400,-0.07727370,-0.34724018,-0.25812247,-0.38189824,-0.54222776,1.70844969,-1.54272861,0.85878658,0.44943261,-0.24595952,1689771162800
49.73,0.22395325,-0.03520468,-0.46640056,0.41441897,1.98954964,-0.06046239,-0.31358666,-0.31135945,-0.27137173,-0.55106199,1.49354522,-1.26465802,0.87207043,0.44801587,-0.19691449,1689771162830
49.77,0.15391988,-0.03825983,-0.34590930,0.19801983,1.56594408,0.10988726,-0.24164571,-0.23849397,-0.17186147,-0.37234231,1.27722844,-0.85645586,0.88157213,0.44624922,-0.15392308,1689771162860
49.80,0.06943733,0.05292901,-0.34155375,0.49087805,1.56420207,0.13655050,-0.30221662,-0.13143221,-0.12519056,-0.28505217,1.17929711,-1.11100810,0.88965398,0.44131833,-0.11727828,1689771162890
49.83,0.08944911,0.07126188,-0.42039549,1.18353045,1.66920459,0.08125462,-0.37924413,-0.15653990,-0.14656370,-0.22156583,0.98627723,-1.78094257,0.89620775,0.43558922,-0.08410608,1689771162921
49.87,0.16199762,0.10285452,-0.47013384,1.94444823,1.65870512,0.05413656,-0.42299171,-0.17700302,-0.21816520,-0.10225022,0.67956929,-2.46228407,0.90048742,0.43079111,-0.05951417,1689771162951
49.90,0.15141535,-0.01471782,-0.36996627,2.10567427,1.38896632,0.08833539,-0.29587531,-0.22587646,-0.14647829,0.02475684,0.40659908,-2.49097551,0.90345538,0.42650658,-0.04313510,1689771162981
49.93,0.19569886,-0.13203809,-0.31292593,1.16825497,0.30883402,0.07804547,-0.19361825,-0.31290806,-0.13511203,0.20620954,-0.13811558,-1.18519658,0.90607738,0.42094782,-0.04274133,1689771163011
49.97,0.16655517,-0.30315495,-0.41221005,0.29465806,-0.14369519,-0.03747709,-0.22736015,-0.48570048,-0.04430660,0.08236970,-0.24207241,-0.20854831,0.90616840,0.41993034,-0.05017719,1689771163041
50.00,0.05548638,-0.09415358,-0.24233454,0.29293773,-0.06303754,-0.04561402,-0.17284092,-0.20049126,-0.02447316,0.04751859,-0.17733531,-0.24116603,0.90500879,0.42148501,-0.05753132,1689771163072
50.03,0.02708763,-0.03518969,-0.11113334,0.21745917,0.12629190,-0.02691597,-0.08176577,-0.08583893,-0.01639241,-0.02028166,0.01567162,-0.25160616,0.90501112,0.42109966,-0.06025356,1689771163102
50.07,0.05888641,-0.05169901,-0.00991976,0.04502750,-0.06422754,0.01928073,0.02303199,-0.06839477,-0.03210112,0.05080043,-0.06153935,-0.01251493,0.90487415,0.42135829,-0.06049973,1689771163132
50.10,0.03470296,-0.04076159,0.02073628,0.30648738,-0.16483688,0.02920189,0.04135135,-0.03767492,-0.01290202,0.15630340,-0.23456319,-0.20617425,0.90500969,0.42017117,-0.06643654,1689771163163
50.13,0.01860040,-0.03920811,0.04347510,0.42022455,-0.16063237,0.12128885,0.05756683,-0.02124624,0.00282708,0.26624319,-0.23161124,-0.30425846,0.90553302,0.41741228,-0.07600697,1689771163193
50.17,0.01156545,-0.07765308,0.06515086,0.17932308,-0.23878643,0.19864151,0.08863254,-0.04264941,0.02708682,0.30580527,-0.18133854,-0.04726141,0.90713590,0.41201878,-0.08570462,1689771163222
50.20,-0.01016599,-0.07671392,0.06723405,-0.08688417,-0.21560094,0.24177353,0.08455733,-0.03444005,0.04661256,0.27146814,-0.05567264,0.18892503,0.90924448,0.40578479,-0.09280796,1689771163252
50.23,-0.00851893,-0.04427046,0.06330262,-0.18731757,-0.18089943,0.29624262,0.07034706,-0.00979094,0.03154513,0.28485849,0.02553175,0.27161726,0.91196162,0.39870152,-0.09676533,1689771165659
50.27,-0.00327593,-0.02291483,0.04406880,-0.20188840,-0.11612207,0.35008979,0.04701562,-0.00147770,0.01628581,0.31035195,0.10222396,0.26464702,0.91543144,0.39020905,-0.09860392,1689771165670
50.30,-0.01508683,-0.00372109,0.03875202,-0.17767206,-0.03277906,0.40259552,0.03334614,0.01630010,0.01911857,0.33974091,0.18110877,0.21564023,0.91962802,0.38015524,-0.09882606,1689771165672
50.33,-0.01507825,0.01828593,0.02595998,-0.11354875,0.07534461,0.39248222,0.01496925,0.03029438,0.00968614,0.31421153,0.24629850,0.11498081,0.92425805,0.36937866,-0.09647103,1689771165672
50.37,0.00779539,0.03582060,0.01214170,-0.01027091,0.11423817,0.39242432,0.00201223,0.03358959,-0.01894718,0.32758145,0.24457422,0.00515123,0.92892659,0.35835958,-0.09313554,1689771165672
50.40,0.00972748,0.04967436,-0.01972032,0.11362725,0.12583494,0.31515679,-0.03123570,0.03438739,-0.02815840,0.27948802,0.18773222,-0.12129488,0.93303698,0.34819838,-0.09055509,1689771165674
50.43,-0.00417525,0.05083334,-0.03900539,0.22945289,0.17563637,0.20702630,-0.05220734,0.03338010,-0.01682395,0.18705394,0.16023001,-0.25630805,0.93621272,0.34018821,-0.08819203,1689771165674
50.47,0.00828135,0.05345160,-0.04335856,0.30414641,0.17488430,0.09328776,-0.05459419,0.03098660,-0.02940959,0.09445282,0.09996222,-0.33597379,0.93822140,0.33522010,-0.08583776,1689771165674
50.50,0.01433629,0.03937536,-0.03953896,0.30573362,0.11936010,-0.02278121,-0.04579749,0.01803439,-0.02994376,0.00146068,0.01137619,-0.32879676,0.93900234,0.33324403,-0.08498818,1689771165674
50.53,0.01151460,0.02377272,-0.03003496,0.20940645,0.04148314,-0.07663339,-0.03289540,0.00796551,-0.02131362,-0.04451536,-0.04889728,-0.21696089,0.93866563,0.33410674,-0.08532164,1689771165674
50.57,-0.00096512,0.01146397,-0.02784449,0.08881652,-0.05158631,-0.12858783,-0.02961960,0.00117632,-0.00538191,-0.08858684,-0.11527838,-0.07712079,0.93759555,0.33661935,-0.08719168,1689771165674
50.60,-0.01613271,-0.01019076,-0.01873337,-0.08982294,-0.10067964,-0.17780434,-0.01771389,-0.01076671,0.01689235,-0.15454704,-0.12425570,0.10244348,0.93582588,0.34087902,-0.08961941,1689771165674
50.63,-0.01304585,-0.01138335,-0.00762086,-0.20764737,-0.15250227,-0.19524010,-0.00637215,-0.00890512,0.01542553,-0.17894999,-0.14184570,0.22880071,0.93350190,0.34664926,-0.09169878,1689771165674
50.67,-0.01630121,-0.00968468,-0.00164793,-0.24839757,-0.15713048,-0.18412463,-0.00201836,-0.00427438,0.01843622,-0.17592869,-0.12967946,0.26930569,0.93098938,0.35265628,-0.09429945,1689771165674
50.70,-0.01666021,-0.00799730,0.00484002,-0.22130470,-0.11226271,-0.17298631,0.00337844,-0.00027681,0.01880040,-0.17368837,-0.09391709,0.22916126,0.92884600,0.35786584,-0.09579781,1689771165674
50.73,-0.00260186,-0.01295865,0.01321221,-0.22944418,-0.12309440,-0.13412130,0.01565444,-0.00581384,0.00839025,-0.13629974,-0.08664132,0.24433798,0.92685735,0.36273566,-0.09673897,1689771165674
50.77,0.00064868,-0.01917830,0.00895602,-0.27858633,-0.12439558,-0.13033897,0.01436185,-0.01373536,0.00731542,-0.14347877,-0.07076963,0.29065160,0.92502588,0.36715481,-0.09759452,1689771165674
50.80,0.00681841,-0.01183760,0.00194703,-0.28366101,-0.12948252,-0.14848998,0.00702479,-0.01175448,-0.00170150,-0.16017560,-0.07974479,0.29540330,0.92309827,0.37180758,-0.09823018,1689771165674
50.83,0.01325881,0.00076881,-0.01153183,-0.23367518,-0.15850858,-0.16357373,-0.00783556,-0.00786108,-0.01364469,-0.15396841,-0.12589985,0.25870520,0.92097592,0.37677923,-0.09920135,1689771165674
50.87,0.02016938,0.00989324,-0.03345889,-0.26330745,-0.17261086,-0.22017001,-0.02915641,-0.01067622,-0.02569240,-0.20874231,-0.14985653,0.28560431,0.91823107,0.38291359,-0.10113906,1689771165674
50.90,0.00349885,-0.02152976,-0.04945504,-0.29329085,-0.17736176,-0.25162417,-0.03744288,-0.03898196,0.00010315,-0.24350792,-0.15614082,0.31163340,0.91501933,0.39004457,-0.10298046,1689771165674
50.93,-0.00502706,-0.01283860,-0.06562352,-0.34397939,-0.19599031,-0.27340496,-0.05682499,-0.03548767,0.00284482,-0.27006315,-0.16366984,0.36299087,0.91123146,0.39844331,-0.10440536,1689771165674
50.97,-0.00492722,-0.03441545,-0.04917079,-0.46134606,-0.23120171,-0.27786061,-0.03436769,-0.04762556,0.01330925,-0.29254531,-0.15545989,0.48347740,0.90730166,0.40711123,-0.10518727,1689771165674
51.00,0.00145304,-0.02036321,-0.04203969,-0.48280647,-0.30496082,-0.26729375,-0.03066683,-0.03516431,0.00266914,-0.26495969,-0.20457529,0.53431681,0.90301186,0.41611502,-0.10685572,1689771165674
51.03,-0.01171499,0.00385743,-0.03729643,-0.45211914,-0.29049599,-0.26741698,-0.03802974,-0.00858559,0.00481361,-0.26329338,-0.20120902,0.50050276,0.89861709,0.42491448,-0.10924918,1689771165675
51.07,-0.00370347,0.02097428,-0.03922240,-0.39170146,-0.22878185,-0.29015437,-0.04343128,0.00169679,-0.01014287,-0.28939944,-0.17914091,0.41727356,0.89411491,0.43385953,-0.11101583,1689771165675
51.10,0.00604236,0.01568606,-0.00855839,-0.39646196,-0.19542097,-0.30536777,-0.01143913,0.00698250,-0.01327402,-0.31640283,-0.15556169,0.40535259,0.88964874,0.44293198,-0.11107074,1689771165675
51.13,0.00747442,0.01342195,0.00364845,-0.33364785,-0.19572164,-0.34197399,0.00060115,0.00990055,-0.01228595,-0.33071261,-0.19421782,0.34566265,0.88444787,0.45313072,-0.11146723,1689771165675
51.17,0.01085234,0.04647961,-0.00742346,-0.17139983,-0.15834232,-0.32408154,-0.02021355,0.03011492,-0.03190203,-0.27934417,-0.21520456,0.18743764,0.87910146,0.46308756,-0.11283125,1689771165675
51.20,0.00265956,0.01695067,-0.00406253,-0.07643528,-0.11422589,-0.26543653,-0.00898540,0.01067741,-0.01077767,-0.21389610,-0.18827748,0.09025800,0.87458366,0.47114742,-0.11455948,1689771165675
51.23,0.00178820,0.01413202,0.00030635,-0.01961166,-0.12721941,-0.21236254,-0.00441885,0.01072787,-0.00826996,-0.14386402,-0.19536363,0.05294752,0.87075543,0.47755188,-0.11717365,1689771165675
51.27,-0.00329047,0.00577140,-0.00129419,-0.00008427,-0.10571834,-0.21249360,-0.00436303,0.00517366,-0.00009144,-0.14474793,-0.18633949,0.02560342,0.86716694,0.48327264,-0.12028804,1689771165675
51.30,0.00498295,0.00708219,0.00047201,0.01425675,-0.08418971,-0.20775034,-0.00058323,0.00393216,-0.00770766,-0.14299617,-0.17318301,0.00333218,0.86371529,0.48879781,-0.12277137,1689771165675
51.33,0.00858796,-0.00535497,0.02539873,0.01316586,-0.17328683,-0.21145213,0.02681396,0.00511813,-0.00152993,-0.11195306,-0.24518316,0.04759619,0.86009508,0.49423122,-0.12638162,1689771165675
51.37,-0.01543337,0.00701496,0.02043438,-0.00618869,-0.14112769,-0.21999721,0.00941292,0.02151792,0.01238299,-0.13713987,-0.21756489,0.04703482,0.85620803,0.49977508,-0.13089295,1689771165678
51.40,-0.02326936,-0.02787089,0.00918306,-0.05896148,-0.05896007,-0.21329233,0.01009434,-0.00809334,0.03514513,-0.18055001,-0.13103613,0.05174546,0.85259992,0.50540984,-0.13279472,1689771165679
