Time Stamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Transformed accelerometer X,Transformed accelerometer Y,Transformed accelerometer Z,Transformed gyroscope X,Transformed gyroscope Y,Transformed gyroscope Z,Gravity X,Gravity Y,Gravity Z, Universal Time Stamp
15.87,0.00743061,-0.04859751,-0.02963614,0.22684193,0.10854637,-0.07097380,-0.01141660,-0.05582198,0.00698576,-0.04619085,0.00388818,-0.25715392,0.92758232,0.35555837,-0.11475795,1689771134587
15.90,0.01333529,-0.04641059,-0.03018177,0.24711253,0.11802465,-0.01406928,-0.01119932,-0.05582819,0.00070740,0.00830785,0.02635959,-0.27281590,0.92747605,0.35601121,-0.11421229,1689771134587
15.93,0.01443207,-0.04122588,-0.02173615,0.23333111,0.09445333,-0.03726051,-0.00466034,-0.04855088,-0.00118804,-0.00948387,0.00129492,-0.25428638,0.92758471,0.35587719,-0.11374678,1689771134587
15.97,0.01782519,-0.03405738,-0.01994592,0.27256939,0.08862451,-0.00830331,-0.00436584,-0.04256158,-0.00670326,0.02807228,-0.00507334,-0.28531304,0.92768586,0.35551408,-0.11405693,1689771134587
16.00,0.01856124,-0.03558302,-0.01573405,0.27932665,0.06208575,0.01281467,0.00012095,-0.04262600,-0.00642188,0.05716306,-0.02276620,-0.27974330,0.92798722,0.35443041,-0.11497287,1689771134587
16.03,0.01781929,-0.03440168,-0.01396369,0.24719173,0.02761441,-0.00526318,0.00121387,-0.04072295,-0.00601294,0.04347380,-0.04993590,-0.23981335,0.92819524,0.35334069,-0.11663643,1689771134587
16.07,0.01052982,-0.04133543,-0.00411953,0.15827878,0.00909759,-0.00818380,0.01069788,-0.04127156,0.00432201,0.02608087,-0.04114972,-0.15109070,0.92819118,0.35279766,-0.11830188,1689771134587
16.10,0.01599163,-0.03450197,0.00006974,0.08267714,-0.01974990,0.01132725,0.01380047,-0.03533138,-0.00271361,0.03532874,-0.03767246,-0.06845831,0.92845130,0.35144210,-0.12027863,1689771134587
16.13,0.01448691,-0.03251988,-0.00067728,0.01842294,-0.04531474,0.03124600,0.01213771,-0.03340468,-0.00216216,0.04640152,-0.03477687,0.00257123,0.92876583,0.34981087,-0.12258334,1689771134587
16.17,0.01074177,-0.02304307,0.00424533,-0.05995301,-0.05567271,0.04404389,0.01306625,-0.02217230,-0.00143304,0.04303564,-0.01709235,0.08055720,0.92919993,0.34808561,-0.12419482,1689771134587
16.20,0.01276046,-0.01094604,0.00409871,-0.09373030,-0.08655925,0.02363809,0.00990591,-0.01201014,-0.00755474,0.02498720,-0.04230459,0.12009411,0.92960727,0.34653237,-0.12548256,1689771134587
16.23,0.01606536,0.01867524,-0.00213087,-0.14309320,-0.07916716,-0.02461557,-0.00356841,0.01136196,-0.02166964,-0.03363793,-0.03839674,0.15729974,0.92953724,0.34623846,-0.12680602,1689771134587
16.27,0.01347911,0.00420842,0.00619011,-0.20298497,-0.11840733,-0.13461980,0.00771377,0.00204377,-0.01319225,-0.13880912,-0.09431205,0.21256282,0.92852253,0.34862038,-0.12771125,1689771134587
16.30,0.01080394,0.03530708,-0.00499809,-0.15037434,-0.14159140,-0.21623240,-0.01229067,0.02647553,-0.02315775,-0.19527364,-0.15876122,0.16149334,0.92620796,0.35418859,-0.12918787,1689771134587
16.33,0.00664616,0.03492406,0.00766033,0.00164165,-0.21235028,-0.26839840,-0.00155299,0.03171627,-0.01772593,-0.18485762,-0.28531533,0.03944444,0.92298055,0.36110234,-0.13308772,1689771134587
16.37,0.00139958,0.03608161,-0.01199061,0.03921736,-0.25612891,-0.28468257,-0.02137530,0.02694283,-0.01627257,-0.17531213,-0.34221226,0.01845566,0.91888869,0.36871862,-0.14032277,1689771134587
16.40,-0.00836647,0.01510063,-0.03282575,-0.03608198,-0.21159714,-0.32131940,-0.03682330,0.00337957,-0.00286000,-0.24008111,-0.29562216,0.06549821,0.91460133,0.37671429,-0.14693816,1689771134587
16.43,0.01491737,0.01596320,-0.01773989,-0.24068013,-0.33597264,-0.43994007,-0.01678239,0.00241966,-0.02246224,-0.36516751,-0.38915913,0.28206322,0.90881938,0.38828769,-0.15257885,1689771134587
16.47,0.01472551,-0.00452885,-0.02180237,-0.44380590,-0.39635634,-0.54116589,-0.01383179,-0.01729953,-0.01490308,-0.49606334,-0.41972561,0.47399802,0.90133613,0.40307295,-0.15851094,1689771134587
16.50,0.01255757,0.02727118,-0.02764928,-0.38684827,-0.42664140,-0.52292383,-0.02948067,0.00748496,-0.02721688,-0.45169533,-0.45716310,0.43828876,0.89242607,0.42004001,-0.16474897,1689771134587
16.53,0.00571722,-0.01050350,-0.00889069,-0.40196723,-0.37168023,-0.48408824,-0.00250829,-0.01455254,-0.00199666,-0.43924894,-0.39003229,0.43474182,0.88409925,0.43520117,-0.17020188,1689771134587
16.57,0.05135930,0.03514344,0.01474105,-0.46488157,-0.73158526,-0.52147603,0.01917082,0.01852688,-0.05813236,-0.37435669,-0.68485389,0.64350706,0.87430018,0.45133719,-0.17859010,1689771134587
16.60,0.03543049,-0.05112615,-0.11289740,-0.63606226,-0.68299431,-0.47223258,-0.06694518,-0.10647101,-0.02823636,-0.41413539,-0.56301941,0.77817804,0.86357176,0.46685168,-0.19050854,1689771134587
16.63,0.00363505,-0.07740867,-0.04477218,-0.99490035,-0.67217672,-0.49145958,-0.00998561,-0.08515774,0.02565757,-0.57728205,-0.43458532,1.07752577,0.85230702,0.48489451,-0.19608802,1689771134588
16.67,0.00091392,-0.03810370,0.04883654,-0.88206589,-0.84084952,-0.30520666,0.05487940,-0.00600618,0.02810539,-0.32277658,-0.50819608,1.10262019,0.84201223,0.50081104,-0.20050907,1689771134588
16.70,-0.00561434,-0.08947796,-0.06699169,-0.48227659,-0.78324616,-0.21284971,-0.02673276,-0.10244937,0.03626565,-0.10811625,-0.55342836,0.75723060,0.83279341,0.51152068,-0.21166450,1689771134588
16.73,-0.01599401,-0.13488936,-0.04601133,-0.80083138,-0.58613944,-0.17989630,0.00245367,-0.12327301,0.07325118,-0.29520133,-0.26774848,0.92650955,0.82564080,0.51989901,-0.21914086,1689771134588
16.77,0.01301849,-0.01713675,0.10986353,-0.85453129,-0.68639970,-0.11281088,0.10194041,0.04036901,0.02261950,-0.23311182,-0.28452807,1.03865163,0.81907386,0.52969462,-0.22032209,1689771134588
16.80,0.04160756,0.00284123,-0.01709592,-0.64102566,-0.72653514,-0.01293648,0.00426523,-0.02176450,-0.03923833,-0.04790751,-0.33571570,0.90770832,0.81325102,0.53587013,-0.22686182,1689771134588
16.83,0.07531410,-0.08923316,-0.12415177,-0.71646744,-0.64456117,-0.06625563,-0.03315912,-0.16196633,-0.04142237,-0.16214974,-0.27288158,0.91236923,0.80772740,0.54159516,-0.23291939,1689771134588
16.87,0.03278041,0.01549625,0.01644939,-0.54411817,-0.51538473,0.13854112,0.02336855,0.00910479,-0.03092386,0.03460017,-0.12238498,0.75146815,0.80385911,0.54588979,-0.23625246,1689771134588
16.90,-0.04644239,0.02048177,0.05265333,-0.77059591,-0.39554259,0.05572567,0.01271608,0.06084115,0.03854124,-0.18422315,0.00449551,0.84818569,0.80251545,0.54749602,-0.23710176,1689771134588
16.93,-0.02417797,-0.05005771,0.03377366,-1.01000035,-0.45577735,0.00104986,0.03339652,-0.01025557,0.05486807,-0.32049754,0.02088671,1.06050925,0.80014855,0.55315518,-0.23190926,1689771134588
16.97,-0.02079976,0.02976382,0.02073422,-1.03625059,-0.46406385,-0.10010361,-0.00438516,0.04133579,0.00453273,-0.41070436,-0.02306586,1.06300573,0.79623616,0.56133109,-0.22564472,1689771134588
17.00,0.03478950,-0.00928980,0.04239264,-0.95093811,-0.44856685,-0.22689846,0.05392187,0.00457089,-0.01285631,-0.47724612,-0.10539469,0.95817875,0.79003984,0.57235438,-0.21965426,1689771134588
17.03,0.07542968,-0.01416326,0.07634604,-0.83964252,-0.43721226,-0.21874943,0.10246124,0.00597597,-0.03442288,-0.42244687,-0.12639044,0.86577684,0.78321302,0.58351445,-0.21468243,1689771134588
17.07,0.03838551,-0.04265571,0.04474133,-0.55390263,-0.29527155,-0.21924536,0.07024962,-0.01831862,0.00491556,-0.33567812,-0.12859660,0.55932553,0.77687645,0.59336066,-0.21068089,1689771134588
17.10,0.00149930,-0.07182008,0.07628405,-0.30065373,-0.21351147,-0.16713940,0.08716964,-0.00510100,0.05792290,-0.19963319,-0.13483783,0.32539320,0.77158731,0.60090333,-0.20873061,1689771134588
17.13,-0.00867796,-0.06086189,0.03262533,-0.05401384,-0.15563063,-0.07293430,0.04399758,-0.01940305,0.05031523,-0.02392351,-0.13194773,0.12031319,0.76832157,0.60471553,-0.20976487,1689771134588
17.17,-0.00073361,-0.05974644,0.02441853,-0.14707868,-0.10768943,-0.01813513,0.04126015,-0.02654319,0.04194639,-0.04832441,-0.02960730,0.17420159,0.76666391,0.60617894,-0.21159837,1689771134588
17.20,-0.00815797,-0.05749941,0.04027838,-0.39407143,-0.12096569,0.01383579,0.04880216,-0.01222877,0.04963757,-0.14571759,0.07642040,0.37820989,0.76563489,0.60850954,-0.20861357,1689771134588
17.23,0.01093626,-0.02741498,0.01342721,-0.41382891,-0.12924227,0.02237042,0.02653055,-0.01497380,0.01110802,-0.14527499,0.08501098,0.40015832,0.76526308,0.61052954,-0.20402499,1689771134588
17.27,0.02356499,-0.00613123,0.00470324,-0.47994876,-0.17374940,0.07081152,0.01805143,-0.01054086,-0.01334382,-0.12352646,0.11130948,0.48775542,0.76528394,0.61205763,-0.19931409,1689771134588
17.30,0.00239635,-0.01870501,0.00406671,-0.60237491,-0.19893336,0.07297097,0.01169312,-0.01125323,0.01043042,-0.17253065,0.14560595,0.59731638,0.76550227,0.61358416,-0.19370317,1689771134588
17.33,-0.01116920,-0.02600658,-0.00731073,-0.47972140,-0.15713874,0.05093475,-0.00091223,-0.01774599,0.02321180,-0.14149492,0.11525655,0.47340750,0.76519758,0.61626226,-0.18626250,1689771134588
17.37,-0.00348407,0.00284672,-0.05081408,0.86217660,0.03439860,0.16156493,-0.04186696,-0.02780323,-0.00874361,0.54628278,-0.21785253,-0.65172876,0.76714075,0.61258596,-0.19035132,1689771134588
17.40,-0.02449441,0.08213180,0.00961977,1.38286340,0.24364521,0.02050599,-0.03657387,0.07267645,-0.02861181,0.62817747,-0.34709530,-1.20706776,0.76982528,0.60259104,-0.21036465,1689771134588
17.43,0.02315730,-0.06201702,0.05807294,0.43584812,0.13416399,0.01507873,0.08000812,-0.01804526,0.03206100,0.18500813,-0.05985038,-0.41277215,0.77115428,0.59645599,-0.22262396,1689771134588
17.47,0.02609879,-0.06410223,0.02552766,-0.29697311,-0.01933556,0.08231237,0.05719144,-0.04013566,0.02366796,-0.08118096,0.14699951,0.25911969,0.77227163,0.59527588,-0.22190852,1689771134588
17.50,0.01765710,-0.06188393,-0.02414006,-0.57015216,-0.16117308,0.13879505,0.01373818,-0.06490007,0.01798276,-0.12086093,0.18461737,0.56711849,0.77380115,0.59554476,-0.21577410,1689771134588
17.53,0.02261013,-0.06353492,-0.05740684,-0.51909393,-0.26534054,0.24337383,-0.00894822,-0.08773090,0.00816504,0.02896186,0.15485731,0.61178048,0.77580607,0.59481543,-0.21052247,1689771134588
17.57,0.00981247,-0.04654902,-0.11084831,-0.14129721,-0.29804596,0.31681806,-0.06378790,-0.10231788,-0.00354958,0.28956063,0.02842584,0.35286909,0.77909750,0.59034175,-0.21095978,1689771134588
17.60,0.02327889,-0.03681630,-0.14274973,0.18650888,-0.43829337,0.34968960,-0.08636118,-0.11841728,-0.02817667,0.53028229,-0.18243575,0.18624539,0.78255308,0.58242482,-0.21998245,1689771134588
17.63,0.03078252,0.05636233,-0.23008561,0.19034573,-0.56645638,0.20979291,-0.18555584,-0.10188193,-0.11069222,0.46645182,-0.36449403,0.22513150,0.78440309,0.57376456,-0.23559761,1689771134588
17.67,0.09768456,0.03445393,-0.18980202,-0.04812926,-0.79329073,0.26784378,-0.11102023,-0.11692440,-0.14407410,0.46689009,-0.41973549,0.55605995,0.78317481,0.56805450,-0.25288618,1689771134588
17.70,0.04136068,0.04186815,-0.21078512,-0.27514538,-0.90203160,0.15574709,-0.15736787,-0.10189350,-0.11290298,0.29060131,-0.49276642,0.76573839,0.78001988,0.56427193,-0.27049258,1689771134588
17.73,0.04292130,0.08582681,-0.25054282,-0.27946693,-1.06287265,0.07960517,-0.19997567,-0.09136113,-0.15376300,0.27241868,-0.66028436,0.83901707,0.77369863,0.56439596,-0.28783330,1689771134588
17.77,0.04387116,0.13316584,-0.32300884,-0.02672214,-1.18647146,-0.05102776,-0.26617283,-0.09637948,-0.20941716,0.33685049,-0.91729548,0.67537633,0.76371551,0.56542724,-0.31149766,1689771134589
17.80,0.03855449,0.14103574,-0.29521924,-0.26517457,-1.41243041,-0.18722491,-0.24356877,-0.07354682,-0.20927744,0.15552185,-1.09244930,0.93952001,0.74879903,0.56953549,-0.33901259,1689771134589
17.83,0.07928842,0.16425854,-0.33320630,-0.12881979,-1.62657142,-0.29752681,-0.24467889,-0.09288144,-0.27531662,0.20502148,-1.36159426,0.92459645,0.72829819,0.57806629,-0.36799636,1689771134589
17.87,0.10087025,0.21405464,-0.37568301,0.66001946,-1.73125660,-0.40319875,-0.26042858,-0.08563368,-0.34925027,0.64847242,-1.74083458,0.38003003,0.70230657,0.58254570,-0.40915307,1689771134589
17.90,0.12151951,0.24647188,-0.28520536,0.63625550,-1.80653000,-0.55473709,-0.17338225,-0.00976704,-0.35595039,0.55213073,-1.87962567,0.37183862,0.67083883,0.58288908,-0.45849296,1689771134589
17.93,0.14204746,0.19861758,-0.25704098,0.27915633,-2.04146194,-0.65168804,-0.10734347,-0.03371591,-0.33620991,0.29840603,-2.02352885,0.69747921,0.63210714,0.58887327,-0.50365567,1689771134589
17.97,0.17210066,0.20574266,-0.28008628,0.71187687,-2.13003755,-0.66734308,-0.07684488,-0.04598668,-0.37732889,0.64066110,-2.20204967,0.47927655,0.58708501,0.59364998,-0.55037349,1689771134589
18.00,0.19327307,0.21149606,-0.23952717,0.96173429,-2.19784880,-0.61998415,-0.01227255,-0.01328903,-0.37300283,0.88847502,-2.27796528,0.40167006,0.53808051,0.58844590,-0.60349053,1689771134589
18.03,0.20223263,0.17504722,-0.18883586,0.56981242,-2.36286879,-0.61048037,0.05226247,-0.00594677,-0.32315912,0.59782986,-2.32905547,0.70613132,0.48384815,0.58394021,-0.65184736,1689771134589
18.07,0.22680521,0.20463073,-0.16791713,0.81338799,-2.39759493,-0.58270508,0.10165345,0.03410645,-0.33168333,0.82693585,-2.37913542,0.63678758,0.42485175,0.57887751,-0.69598991,1689771134589
18.10,0.23566523,0.21031958,-0.11241490,1.28785348,-2.33097506,-0.56215376,0.15222373,0.08125724,-0.28746258,1.25928940,-2.37515627,0.42526587,0.36362353,0.56243116,-0.74259627,1689771134589
18.13,0.24604443,0.21744025,-0.04734415,1.32388318,-2.14336300,-0.62815297,0.19935984,0.13451059,-0.22852165,1.26101208,-2.25504607,0.25663882,0.30246302,0.53728986,-0.78729653,1689771134589
18.17,0.27439949,0.14177144,-0.01165974,1.08119774,-2.21983886,-0.53351253,0.25333772,0.09675493,-0.14828571,1.06892158,-2.24607739,0.44028599,0.24017242,0.51333410,-0.82389647,1689771134589
18.20,0.27823609,0.14103556,-0.00939596,1.19445539,-2.18842459,-0.43968531,0.26532565,0.10540014,-0.12604659,1.19838750,-2.17757117,0.48093682,0.17679603,0.48799264,-0.85475516,1689771134589
18.23,0.26852250,0.14364517,0.07651860,1.27523839,-2.04693484,-0.37409779,0.27143035,0.15514923,-0.02911436,1.28036751,-2.02664299,0.45771345,0.11544940,0.45674226,-0.88207597,1689771134589
18.27,0.28530994,0.11347178,0.13877290,1.06103253,-1.97112572,-0.35621050,0.29113144,0.15827664,0.06104521,1.06407360,-1.94772030,0.46059262,0.05543379,0.42664343,-0.90271950,1689771134589
18.30,0.23226003,0.05808872,0.14583123,1.00669849,-1.90263224,-0.27367744,0.23213052,0.11152781,0.11073724,1.00657936,-1.85347748,0.50967621,-0.00096760,0.39924756,-0.91684264,1689771134589
18.33,0.22396193,0.09278494,0.14965379,1.31226373,-1.68544328,-0.14933687,0.21655048,0.14347566,0.11698237,1.30113569,-1.60933294,0.54968177,-0.05361310,0.36668754,-0.92879808,1689771134589
18.37,0.23529063,0.02950311,0.21983904,1.12569404,-1.62763202,-0.07089068,0.21234666,0.10463191,0.22027795,1.09885335,-1.53974364,0.58575541,-0.10104411,0.33086354,-0.93825340,1689771134589
18.40,0.21438359,0.03079355,0.24424261,0.93600774,-1.50286651,0.06387436,0.17681167,0.10815784,0.25219542,0.88179311,-1.39123322,0.65246393,-0.14695533,0.30259556,-0.94172186,1689771134589
18.43,0.19802898,-0.00984043,0.25455832,0.92335516,-1.32979155,0.24222849,0.14722461,0.06619764,0.27938332,0.82731943,-1.18605643,0.76708386,-0.18487622,0.27670121,-0.94300437,1689771134589
18.47,0.16517101,-0.00192830,0.25016701,0.92983270,-1.30725145,0.20558304,0.10544451,0.06615867,0.27271450,0.82292282,-1.18537640,0.73037005,-0.22179671,0.25284365,-0.94174111,1689771134589
18.50,0.08477008,-0.05783124,0.25366783,0.21528131,-0.47106072,0.29526418,-0.02364273,-0.02111340,0.27179594,0.06849895,-0.42134767,0.41617210,-0.39394403,0.13342312,-0.90939891,1689771134589
18.53,0.06344649,-0.06031272,0.25693101,0.02582906,-0.33920333,0.42174301,-0.04743146,-0.02341224,0.26623063,-0.15631206,-0.27858628,0.43766360,-0.40373310,0.13436346,-0.90495640,1689771134593
18.57,0.04191360,-0.06163010,0.22845250,-0.04140140,-0.20143980,0.37328732,-0.05722455,-0.02770996,0.23173924,-0.19673602,-0.14829203,0.34776415,-0.40962023,0.14015165,-0.90142596,1689771134622
18.60,0.10357973,-0.04364644,0.19554454,-0.04353329,-0.16359678,0.32250348,0.01279365,-0.01145446,0.22489232,-0.17714803,-0.11621812,0.29627601,-0.41032752,0.14549869,-0.90025634,1689771134653
18.63,0.03436661,-0.06413907,0.19573075,0.09560082,0.01580285,0.47388950,-0.05124047,-0.03285485,0.19975080,-0.10720423,0.08991585,0.46301501,-0.41109121,0.15022901,-0.89913028,1689771134683
18.67,0.08557308,-0.03287025,0.16427356,0.10447362,0.07177158,0.36752328,0.00991547,-0.00476406,0.18779775,-0.05242384,0.13005771,0.36259618,-0.40832734,0.15169030,-0.90014380,1689771134713
18.70,0.07343885,-0.03649823,0.16193265,0.21864632,0.19373779,0.40595597,0.00068078,-0.00892529,0.18129381,0.04253357,0.26047879,0.42483231,-0.40324265,0.15281583,-0.90224314,1689771134743
18.73,0.07891899,-0.00032213,0.11068749,0.34013504,0.33669254,0.39092466,0.02892302,0.01852607,0.13153051,0.16891872,0.40124014,0.43857567,-0.39366242,0.14840853,-0.90719616,1689771134774
18.77,0.09015796,-0.02571605,0.09838903,-0.12929951,0.29001328,0.39617828,0.04477335,-0.00792834,0.12807288,-0.26240971,0.34218351,0.26802030,-0.38306606,0.15013608,-0.91143823,1689771134804
18.80,0.10344297,-0.02178276,0.08269399,-0.45475218,0.23993382,0.38634816,0.06423719,-0.00467191,0.11774969,-0.55836128,0.28515265,0.14336431,-0.37414950,0.16329265,-0.91287881,1689771134834
18.83,0.05339152,-0.05547912,0.02536577,-0.32826769,0.28747290,0.33820748,0.03850999,-0.04815540,0.05263124,-0.41902091,0.33213576,0.13744804,-0.36508316,0.17967029,-0.91347295,1689771134864
18.87,0.04416391,-0.02717353,0.02275300,-0.09736584,0.36376324,0.35298479,0.03226433,-0.02080242,0.04162719,-0.20323846,0.42044816,0.21981704,-0.35410079,0.18958797,-0.91578877,1689771134894
18.90,0.06532028,-0.03159104,0.01886594,-0.02780628,0.35888112,0.35309890,0.05380051,-0.02503880,0.04581725,-0.13438973,0.41950388,0.24536416,-0.34184042,0.19443272,-0.91942430,1689771134924
18.93,0.04694229,-0.06945537,0.01094162,-0.11700748,0.37259001,0.36882836,0.03834021,-0.06427930,0.03931343,-0.21919935,0.43408114,0.22819648,-0.32919976,0.19808686,-0.92324924,1689771134954
18.97,0.07495919,-0.07918391,-0.02211267,-0.48130405,0.35709885,0.46285754,0.07532992,-0.07942999,0.01985498,-0.59034051,0.42947418,0.20114745,-0.31613994,0.20984480,-0.92521387,1689771134985
19.00,0.06802559,-0.10219105,-0.03657901,-0.46237949,0.28893277,0.55003119,0.07216973,-0.10531425,0.01043804,-0.59727139,0.39059309,0.30085738,-0.30504072,0.22989176,-0.92417526,1689771135015
19.03,0.01547244,0.00511484,-0.04480493,-0.15195456,0.45776743,0.49619111,0.02800305,-0.00535579,-0.03821236,-0.27271868,0.55867851,0.30389089,-0.29063454,0.24285564,-0.92550135,1689771135045
19.07,0.04963499,-0.00091308,-0.00784868,-0.22389770,0.39117295,0.39427820,0.04981111,-0.00107418,0.00661572,-0.30958590,0.46955312,0.20561662,-0.27535862,0.25187430,-0.92775911,1689771135075
19.10,0.04225835,0.04239339,-0.05003899,-0.05011396,0.36975849,0.31810367,0.05537193,0.02941847,-0.04642597,-0.11871791,0.43763699,0.18655458,-0.26229048,0.25951692,-0.92943782,1689771135105
19.13,0.02106169,0.04893863,-0.06394786,-0.00169740,0.37065771,0.23459685,0.03800225,0.03115368,-0.06718028,-0.04765436,0.41890539,0.12113233,-0.24962346,0.26206592,-0.93220687,1689771135135
19.17,-0.00321661,0.02802008,-0.07350087,-0.15316319,0.32588616,0.25474223,0.01527956,0.00735717,-0.07687820,-0.19863245,0.37668196,0.11493569,-0.23790315,0.26577255,-0.93422002,1689771135166
19.20,0.01387219,0.03578839,-0.10637462,-0.08260548,0.31093270,0.25158975,0.03876623,0.00601305,-0.10606521,-0.12758546,0.36473249,0.13225873,-0.22679372,0.27126414,-0.93540388,1689771135196
19.23,0.00679234,0.04938722,-0.15709949,0.17712486,0.25703695,0.17899227,0.04223450,0.00504865,-0.15923643,0.14178049,0.30125317,0.13647073,-0.21708935,0.27158135,-0.93761176,1689771135226
19.27,0.00921889,0.05655220,-0.15821546,0.20084584,0.16344908,0.05315332,0.04390526,0.01263590,-0.16195041,0.18980902,0.17742276,0.04871990,-0.21025380,0.26620165,-0.94070721,1689771135256
19.30,0.02312616,0.03251839,-0.10725212,-0.05187372,0.03594865,0.00300414,0.04575848,0.00360954,-0.10482564,-0.05033365,0.03398147,-0.01743549,-0.20722382,0.26469225,-0.94180483,1689771135286
19.33,0.00957166,0.02392527,-0.12720954,0.06327651,0.02111013,-0.00314861,0.03627859,-0.01034854,-0.12418968,0.06313304,0.02129426,0.00449919,-0.20630360,0.26475570,-0.94198900,1689771135316
19.37,0.00550486,0.00480056,-0.09447426,0.08068772,-0.00492387,-0.00377126,0.02497009,-0.01995241,-0.08920274,0.07956697,-0.00349866,0.01434684,-0.20589891,0.26183143,-0.94289446,1689771135346
19.40,0.02572073,0.00874329,-0.04566753,-0.00578373,-0.02850367,-0.00698321,0.03483021,-0.00274480,-0.04003557,-0.00500359,-0.02948751,-0.00035637,-0.20653777,0.26046747,-0.94313246,1689771135377
19.43,0.03909206,-0.02153742,-0.04308283,0.01031495,-0.07917719,0.00989815,0.04658281,-0.03092394,-0.02686880,0.00581568,-0.07353924,0.03211787,-0.20803776,0.26068833,-0.94274169,1689771135407
19.47,-0.00028922,-0.00186640,-0.03769398,0.11360864,-0.04730705,-0.04017824,0.00758124,-0.01155149,-0.03512109,0.11814610,-0.05289069,-0.00180102,-0.21000779,0.25842759,-0.94292730,1689771135437
19.50,0.02040602,-0.02851978,0.00535941,0.03332575,-0.07993730,-0.04145024,0.01800144,-0.02561825,0.01667815,0.03911177,-0.08691910,-0.01157752,-0.21202627,0.25584513,-0.94317979,1689771135467
19.53,0.01814665,-0.01463389,0.00993139,0.02185845,-0.08240871,-0.05444566,0.01517588,-0.01110298,0.01698531,0.03069811,-0.09291510,-0.02564619,-0.21443608,0.25486818,-0.94289947,1689771135497
19.57,0.00964154,-0.01220962,0.01824009,0.17588472,-0.04411832,-0.03642432,0.00511735,-0.00695814,0.02236364,0.17829274,-0.04691344,0.01481284,-0.21653584,0.25134528,-0.94336516,1689771135527
19.60,0.01428664,-0.00765638,0.00156140,0.31172526,-0.00046112,-0.01941484,0.01339535,-0.00665846,0.00643395,0.30838696,0.00327657,0.04936126,-0.21687795,0.24282476,-0.94551581,1689771135558
19.63,0.00708811,-0.03114299,0.00651038,0.28102732,-0.01806865,-0.01259740,0.00469623,-0.02854249,0.01502612,0.27652916,-0.01317815,0.05309882,-0.21630174,0.23516819,-0.94758087,1689771135588
19.67,0.01106174,-0.01213728,0.01553184,0.14146511,-0.02540207,-0.04486791,0.00711903,-0.00795402,0.01992402,0.14712975,-0.03141229,-0.00607277,-0.21670482,0.22992589,-0.94877452,1689771135618
19.70,0.01259640,-0.02155457,0.01844621,0.09777132,-0.03732157,-0.04174363,0.00772404,-0.01647299,0.02514978,0.10353682,-0.04333464,-0.00984372,-0.21784274,0.22719717,-0.94917119,1689771135648
19.73,0.01027803,-0.03206034,0.02213967,0.16673838,-0.01232599,-0.00310833,0.00437797,-0.02605972,0.03042027,0.16301364,-0.00853778,0.03628961,-0.21889657,0.22262725,-0.95001125,1689771135678
19.77,0.01741980,-0.03421159,0.02829897,0.15058969,0.03219066,0.03840034,0.00998787,-0.02680179,0.03816570,0.13931987,0.04342694,0.06238714,-0.21819530,0.21754587,-0.95134884,1689771135711
19.80,0.01670992,-0.02553257,0.02854693,0.02063342,0.00860158,0.06756975,0.00949101,-0.01836681,0.03631311,0.00566098,0.02346378,0.06695372,-0.21725656,0.21565701,-0.95199353,1689771135739
19.83,0.01215094,-0.02088439,0.01971024,0.02724935,0.03003807,0.05899161,0.00710221,-0.01586476,0.02588755,0.01455935,0.04265491,0.05561840,-0.21617657,0.21493031,-0.95240360,1689771135769
19.87,0.03033100,0.01645648,0.02289617,0.08225881,0.06967443,0.10587391,0.02509655,0.02166101,0.02481903,0.05926739,0.09253440,0.10370672,-0.21427608,0.21305089,-0.95325500,1689771135799
19.90,0.00896527,0.00463556,0.01784831,0.09406790,0.16573563,0.26662940,0.00511759,0.00849962,0.01794418,0.03967790,0.22035719,0.23932547,-0.21012227,0.21101683,-0.95463109,1689771135829
19.93,-0.02875637,0.01146552,0.00618500,0.07365014,0.08705298,0.09488113,-0.02915214,0.01186834,-0.00243645,0.05438569,0.10666074,0.08758240,-0.20647350,0.21015306,-0.95561731,1689771135859
19.97,0.00045858,0.02778773,-0.01631904,0.10157136,0.07728725,0.04803222,0.00436944,0.02375682,-0.02133543,0.09134865,0.08782378,0.05039406,-0.20320249,0.20944059,-0.95647448,1689771135889
20.00,0.01120064,0.02377164,-0.01450628,0.03002580,0.05182734,0.03664139,0.01439042,0.02044356,-0.01661187,0.02316976,0.05898065,0.03024333,-0.20060837,0.20930628,-0.95705128,1689771135920
20.03,0.01542872,0.02374756,-0.00091314,-0.02685948,0.03624963,-0.00585849,0.01580825,0.02334669,-0.00280309,-0.02435901,0.03360855,-0.01862506,-0.19984680,0.21108511,-0.95681989,1689771135950
20.07,-0.00627244,-0.00047150,0.00458986,0.10751647,0.07405430,-0.03260517,-0.00706643,0.00037634,0.00324906,0.11340863,0.06776257,-0.02556643,-0.19822623,0.21166833,-0.95702815,1689771135980
20.10,0.03091052,0.00038110,0.00497788,0.07774313,0.09641421,-0.00257643,0.02934493,0.00206676,0.01072328,0.07875354,0.09532630,-0.00755691,-0.19523279,0.21020538,-0.95796549,1689771136010
20.13,0.01502901,-0.02186808,-0.00249773,-0.02644709,0.07907969,-0.01661009,0.01477026,-0.02158336,0.00513038,-0.02110406,0.07320029,-0.03775284,-0.19245857,0.21177889,-0.95818025,1689771136040
